"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_subtract","weighted_logFC"
"CALCOCO2",0,0.294386584848442,0.495,0.045,0,"non-SPN","CALCOCO2",0.45,0.132473963181799
"CYYR1",0,0.293310572701142,0.335,0.053,0,"non-SPN","CYYR1",0.282,0.082713581501722
"EFEMP1",0,0.292689816203692,0.309,0.003,0,"non-SPN","EFEMP1",0.306,0.0895630837583299
"CBLN1",0,0.291964121750938,0.3,0.002,0,"non-SPN","CBLN1",0.298,0.0870053082817797
"CALCB",0,0.290277547725701,0.312,0.04,0,"non-SPN","CALCB",0.272,0.0789554929813906
"WASHC4",0,0.289781585226637,0.812,0.564,0,"non-SPN","WASHC4",0.248,0.0718658331362061
"MARCKSL1",0,0.2889120953366,0.431,0.002,0,"non-SPN","MARCKSL1",0.429,0.123943288899401
"NPR3",0,0.288817327217166,0.255,0.013,0,"non-SPN","NPR3",0.242,0.0698937931865541
"RGS22",0,0.287885379546878,0.269,0.023,0,"non-SPN","RGS22",0.246,0.0708198033685321
"PCBP4",0,0.287495405164693,0.495,0.019,0,"non-SPN","PCBP4",0.476,0.136847812858394
"MOXD1",0,0.287226595140956,0.167,0.007,0,"non-SPN","MOXD1",0.16,0.045956255222553
"SERPINB6",0,0.287172068353518,0.583,0.274,0,"non-SPN","SERPINB6",0.309,0.0887361691212371
"EMID1",0,0.287156283965807,0.427,0.018,0,"non-SPN","EMID1",0.409,0.117446920142015
"GABRA3",0,0.286425874121612,0.437,0.119,0,"non-SPN","GABRA3",0.318,0.0910834279706727
"YES1",0,0.28300506526674,0.399,0.001,0,"non-SPN","YES1",0.398,0.112636015976163
"GLYATL2",0,0.282106045018103,0.368,0.031,0,"non-SPN","GLYATL2",0.337,0.0950697371711008
"CERK",0,0.281561926070725,0.585,0.293,0,"non-SPN","CERK",0.292,0.0822160824126516
"HPCAL1",0,0.28042394732882,0.338,0.027,0,"non-SPN","HPCAL1",0.311,0.087211847619263
"CHGA",0,0.279496023739615,0.483,0.125,0,"non-SPN","CHGA",0.358,0.100059576498782
"LAMA4",0,0.27773944740475,0.211,0.01,0,"non-SPN","LAMA4",0.201,0.0558256289283548
"HS3ST1",0,0.270358773418215,0.316,0.035,0,"non-SPN","HS3ST1",0.281,0.0759708153305183
"DLX1",0,0.269630333628836,0.37,0.006,0,"non-SPN","DLX1",0.364,0.0981454414408963
"AMPD3",0,0.268662764918429,0.43,0.088,0,"non-SPN","AMPD3",0.342,0.0918826656021028
"SYNJ2",0,0.267613928671105,0.48,0.147,0,"non-SPN","SYNJ2",0.333,0.0891154382474779
"MYH14",0,0.267121338086029,0.523,0.203,0,"non-SPN","MYH14",0.32,0.0854788281875293
"SEPTIN4",0,0.266925031825028,0.46,0.009,0,"non-SPN","SEPTIN4",0.451,0.120383189353088
"ZNF423",0,0.265952239765846,0.284,0.007,0,"non-SPN","ZNF423",0.277,0.0736687704151392
"TIPARP",0,0.265941606744682,0.427,0.109,0,"non-SPN","TIPARP",0.318,0.0845694309448089
"SLCO1C1",0,0.265618659383934,0.26,0.004,0,"non-SPN","SLCO1C1",0.256,0.0679983768022872
"SDK2",0,0.265585045966234,0.309,0.083,0,"non-SPN","SDK2",0.226,0.0600222203883689
"ARHGAP23",0,0.265453172180963,0.466,0.008,0,"non-SPN","ARHGAP23",0.458,0.121577552858881
"NEK7",0,0.26406438770913,0.434,0.14,0,"non-SPN","NEK7",0.294,0.0776349299864841
"DEK",0,0.262395403201538,0.479,0.163,0,"non-SPN","DEK",0.316,0.0829169474116861
"MXD4",0,0.261691467636202,0.551,0.26,0,"non-SPN","MXD4",0.291,0.0761522170821348
"NNMT",0,0.26117414870473,0.285,0.001,0,"non-SPN","NNMT",0.284,0.0741734582321434
"ASRGL1",0,0.26103684204929,0.524,0.217,0,"non-SPN","ASRGL1",0.307,0.080138310509132
"SEPTIN9",0,0.259700539590647,0.444,0.047,0,"non-SPN","SEPTIN9",0.397,0.103101114217487
"CAMK2N2",0,0.259476527443637,0.432,0.025,0,"non-SPN","CAMK2N2",0.407,0.10560694666956
"YPEL3",0,0.259087295044784,0.539,0.252,0,"non-SPN","YPEL3",0.287,0.0743580536778529
"TNS1",0,0.258368169843895,0.345,0.01,0,"non-SPN","TNS1",0.335,0.0865533368977047
"FABP5",0,0.257772930188404,0.384,0.104,0,"non-SPN","FABP5",0.28,0.0721764204527531
"SERPINB9",0,0.257206991504495,0.5,0.193,0,"non-SPN","SERPINB9",0.307,0.07896254639188
"CYGB",0,0.256411518802063,0.38,0.065,0,"non-SPN","CYGB",0.315,0.0807696284226499
"KCNK12",0,0.255398990145134,0.487,0.205,0,"non-SPN","KCNK12",0.282,0.0720225152209278
"CHRNA3",0,0.252598260930145,0.26,0.058,0,"non-SPN","CHRNA3",0.202,0.0510248487078894
"ALPK3",0,0.252149515457387,0.402,0.086,0,"non-SPN","ALPK3",0.316,0.0796792468845342
"RAB37",0,0.252148062913467,0.36,0.046,0,"non-SPN","RAB37",0.314,0.0791744917548286
"STRIP1",0,0.251430961454282,0.48,0.085,0,"non-SPN","STRIP1",0.395,0.0993152297744415
"SKA2",0,0.250865094614814,0.496,0.202,0,"non-SPN","SKA2",0.294,0.0737543378167554
"ADCY6",0,0.250028953717073,0.445,0.024,0,"non-SPN","ADCY6",0.421,0.105262189514888
"MADD",6.77270645785115e-308,0.297907326515481,0.819,0.625,2.19916551392885e-303,"non-SPN","MADD",0.194,0.0577940213440032
"SPAG16",9.40809978932128e-307,0.638729875724323,0.989,0.981,3.05490408259051e-302,"non-SPN","SPAG16",0.00800000000000001,0.00510983900579459
"VCAN",1.31328602506628e-305,0.270974393266417,0.104,0.005,4.26437105199272e-301,"non-SPN","VCAN",0.099,0.0268264649333753
"KNDC1",1.57375744283699e-305,0.296864544014462,0.729,0.476,5.11014779263598e-301,"non-SPN","KNDC1",0.253,0.075106729635659
"UBE2O",2.0806869676527e-305,0.335864147203882,0.94,0.849,6.75619865266509e-301,"non-SPN","UBE2O",0.091,0.0305636373955532
"KIF5A",1.59335975359128e-304,0.310888763481486,0.893,0.739,5.17379845588625e-300,"non-SPN","KIF5A",0.154,0.0478768695761488
"TM2D3",1.68650538334146e-304,0.302087423767773,0.749,0.516,5.47625163024804e-300,"non-SPN","TM2D3",0.233,0.0703863697378912
"RNLS",3.56192702709286e-304,0.546590492223058,0.88,0.705,1.15659332496732e-299,"non-SPN","RNLS",0.175,0.0956533361390352
"DAB1",5.51079675264625e-304,1.01614055105534,0.967,0.905,1.78941081355176e-299,"non-SPN","DAB1",0.0619999999999999,0.063000714165431
"REPS1",5.54476315981932e-304,0.366211981223931,0.994,0.973,1.80044004562493e-299,"non-SPN","REPS1",0.021,0.00769045160570255
"TGOLN2",1.34286840589804e-303,0.314107141329418,0.741,0.504,4.36042800079152e-299,"non-SPN","TGOLN2",0.237,0.0744433924950721
"PRKACA",6.30056177141846e-303,0.269302246896481,0.598,0.313,2.04585541279729e-298,"non-SPN","PRKACA",0.285,0.076751140365497
"KLHL24",9.88492758885497e-303,0.347843254450078,0.995,0.97,3.2097348373771e-298,"non-SPN","KLHL24",0.025,0.00869608136125195
"CALY",2.71716595341581e-302,0.360670271533007,0.932,0.82,8.82290956733646e-298,"non-SPN","CALY",0.112,0.0403950704116968
"LRP2BP",6.28305712900389e-302,0.355656859752832,0.721,0.476,2.04017148035885e-297,"non-SPN","LRP2BP",0.245,0.0871359306394439
"FAM13B",2.62175965245245e-301,0.344444716865945,0.999,0.988,8.51311576747835e-297,"non-SPN","FAM13B",0.011,0.0037888918855254
"RAB30",1.68685809476026e-300,0.312401067328742,0.733,0.495,5.47739691949605e-296,"non-SPN","RAB30",0.238,0.0743514540242407
"HOMER2",1.86984430241535e-300,0.351621538120028,0.72,0.477,6.07157143437288e-296,"non-SPN","HOMER2",0.243,0.0854440337631668
"DIXDC1",2.11575761182964e-300,0.334287120326072,0.872,0.695,6.87007654137204e-296,"non-SPN","DIXDC1",0.177,0.0591688202977148
"SEPTIN3",6.28672320085086e-300,0.295074039514226,0.792,0.576,2.04136189054828e-295,"non-SPN","SEPTIN3",0.216,0.0637359925350729
"CD99L2",6.80224765221746e-300,0.315519346294754,0.905,0.777,2.20875783515153e-295,"non-SPN","CD99L2",0.128,0.0403864763257285
"DIP2A",3.5571023060992e-299,0.325856726961552,0.969,0.863,1.15502668981347e-294,"non-SPN","DIP2A",0.106,0.0345408130579245
"YTHDC2",8.7504449644706e-299,0.359071199774599,1,0.993,2.84135698441325e-294,"non-SPN","YTHDC2",0.00700000000000001,0.0025134983984222
"KMT2E",1.36011366291225e-298,0.382826309773216,0.998,0.996,4.41642507484238e-294,"non-SPN","KMT2E",0.002,0.000765652619546432
"ABCA9",2.21428116980677e-298,0.391835491124915,0.64,0.387,7.18999238647956e-294,"non-SPN","ABCA9",0.253,0.0991343792546035
"MICAL3",1.03310800676273e-296,0.393037138651394,0.999,0.998,3.35460500875926e-292,"non-SPN","MICAL3",0.001,0.000393037138651394
"GSE1",1.99456941816853e-296,0.363363911926507,0.889,0.726,6.47656635773502e-292,"non-SPN","GSE1",0.163,0.0592283176440206
"NTN1",8.46597558632876e-296,0.376881229598281,0.235,0.05,2.74898693263681e-291,"non-SPN","NTN1",0.185,0.0697230274756819
"NUP210",1.56172608072336e-295,0.294519413227718,0.809,0.598,5.07108075671681e-291,"non-SPN","NUP210",0.211,0.0621435961910485
"FAM177A1",2.25156792095981e-295,0.30699836045195,0.764,0.546,7.31106619614861e-291,"non-SPN","FAM177A1",0.218,0.0669256425785252
"PDE4D",1.62688095334104e-294,0.597876426422449,1,0.991,5.28264514359371e-290,"non-SPN","PDE4D",0.00900000000000001,0.00538088783780205
"CCNI",2.39038552772644e-294,0.380084563732371,0.962,0.882,7.76182084708052e-290,"non-SPN","CCNI",0.08,0.0304067650985897
"FAM172A",5.92603223419391e-294,0.401847482533908,0.999,0.997,1.9242419267651e-289,"non-SPN","FAM172A",0.002,0.000803694965067817
"BRINP2",1.2786580038189e-293,0.703973747411138,0.668,0.464,4.15193040420034e-289,"non-SPN","BRINP2",0.204,0.143610644471872
"RNF24",6.35493303128478e-293,0.392865881085503,0.961,0.874,2.06351030458848e-288,"non-SPN","RNF24",0.087,0.0341793316544388
"FEZ1",7.23814284274286e-293,0.299731483507252,0.882,0.752,2.35029736246703e-288,"non-SPN","FEZ1",0.13,0.0389650928559428
"PRPSAP2",1.28310798422287e-292,0.291266458507722,0.743,0.5,4.16637993557009e-288,"non-SPN","PRPSAP2",0.243,0.0707777494173764
"SETD7",2.64319587056684e-292,0.333583923237351,0.703,0.458,8.58272131131759e-288,"non-SPN","SETD7",0.245,0.0817280611931511
"KIAA1841",4.70984855661536e-291,0.356240806508308,0.955,0.876,1.52933492481857e-286,"non-SPN","KIAA1841",0.079,0.0281430237141564
"ARFGEF1",2.35929087389115e-290,0.34814148687313,0.999,0.99,7.66085339661196e-286,"non-SPN","ARFGEF1",0.00900000000000001,0.00313327338185818
"SPAST",4.00884848136547e-290,0.332004088347338,0.945,0.823,1.30171319038418e-285,"non-SPN","SPAST",0.122,0.0405044987783752
"UBXN7",6.83447750225666e-290,0.323092067761821,0.86,0.702,2.21922318975776e-285,"non-SPN","UBXN7",0.158,0.0510485467063678
"SNX14",2.65267550659685e-289,0.354495824387605,0.997,0.982,8.61350263747063e-285,"non-SPN","SNX14",0.015,0.00531743736581408
"CYP4V2",1.73657072213156e-287,0.314239960741436,0.792,0.608,5.63881879183339e-283,"non-SPN","CYP4V2",0.184,0.0578201527764243
"DYM",9.57931105581598e-287,0.372835187530927,0.999,0.996,3.11049809293401e-282,"non-SPN","DYM",0.003,0.00111850556259278
"FGF9",2.21143668987952e-286,0.32852469285558,0.751,0.554,7.1807560757078e-282,"non-SPN","FGF9",0.197,0.0647193644925492
"USP9X",2.28593853849379e-286,0.333809167062058,0.99,0.952,7.4226710283432e-282,"non-SPN","USP9X",0.038,0.0126847483483582
"SLC7A1",2.76133297072374e-286,0.27099140063179,0.557,0.276,8.96632428923705e-282,"non-SPN","SLC7A1",0.281,0.0761485835775329
"NPM2",3.29976371091573e-286,0.254691525392047,0.593,0.319,1.07146627457145e-281,"non-SPN","NPM2",0.274,0.069785477957421
"SLC35G2",1.6570761247466e-285,0.308794421103528,0.778,0.567,5.38069188466467e-281,"non-SPN","SLC35G2",0.211,0.0651556228528445
"MTHFD1L",2.00868795073605e-285,0.418872469074958,0.968,0.893,6.52241064483502e-281,"non-SPN","MTHFD1L",0.075,0.0314154351806218
"JAKMIP2",4.50460035030209e-285,0.36589466628009,0.999,0.998,1.46268877974659e-280,"non-SPN","JAKMIP2",0.001,0.00036589466628009
"SUSD6",4.73640813723355e-285,0.301237767704873,0.579,0.314,1.53795908624111e-280,"non-SPN","SUSD6",0.265,0.0798280084417915
"GSK3B",5.42313165822764e-285,0.380881799378395,1,0.999,1.7609450807431e-280,"non-SPN","GSK3B",0.001,0.000380881799378395
"TACC1",1.81288183947674e-284,0.322885365030252,0.977,0.935,5.88660862096493e-280,"non-SPN","TACC1",0.0419999999999999,0.0135611853312705
"RAB28",5.97529180115137e-284,0.38498595919059,0.988,0.954,1.94023700075186e-279,"non-SPN","RAB28",0.034,0.0130895226124801
"CIRBP",1.24669496893738e-283,0.317919027482989,0.935,0.811,4.04814323363656e-279,"non-SPN","CIRBP",0.124,0.0394219594078906
"BTBD3",2.10536824971884e-283,0.324744840133438,0.653,0.405,6.83634124366206e-279,"non-SPN","BTBD3",0.248,0.0805367203530926
"TTC37",3.69451525672151e-283,0.342109238829439,0.999,0.984,1.19964604901004e-278,"non-SPN","TTC37",0.015,0.00513163858244158
"CXXC4",9.54437574996055e-283,0.316329712688105,0.577,0.312,3.09915424976969e-278,"non-SPN","CXXC4",0.265,0.0838273738623478
"SNX30",2.21926648315863e-282,0.30622458974294,0.695,0.446,7.2061801974644e-278,"non-SPN","SNX30",0.249,0.0762499228459921
"MFSD6",1.2834383009475e-281,0.321936624245764,0.873,0.711,4.16745250700664e-277,"non-SPN","MFSD6",0.162,0.0521537331278138
"TNRC6C",2.28457223375832e-281,0.364301061757695,0.999,0.997,7.41823450023665e-277,"non-SPN","TNRC6C",0.002,0.000728602123515391
"KDM2A",5.66112977128489e-281,0.361712339264041,0.994,0.966,1.83822544803392e-276,"non-SPN","KDM2A",0.028,0.0101279454993932
"OTUD7B",5.67325914178457e-280,0.266234828443033,0.561,0.291,1.84216397592887e-275,"non-SPN","OTUD7B",0.27,0.0718834036796189
"DNM1L",2.98587695355314e-279,0.346481505245523,0.997,0.986,9.69544105588241e-275,"non-SPN","DNM1L",0.011,0.00381129655770076
"CAPN7",3.30535933621462e-279,0.342909120370612,0.98,0.928,1.07328323006225e-274,"non-SPN","CAPN7",0.0519999999999999,0.0178312742592718
"SPECC1L",4.29520388054562e-279,0.335731033238601,0.972,0.918,1.39469565205197e-274,"non-SPN","SPECC1L",0.0539999999999999,0.0181294757948844
"STAG1",5.09777763472963e-279,0.435137550336298,0.994,0.989,1.65529937577306e-274,"non-SPN","STAG1",0.005,0.00217568775168149
"ZNF518A",7.91402111253769e-279,0.394371577417437,0.99,0.963,2.56976179545211e-274,"non-SPN","ZNF518A",0.027,0.0106480325902708
"CSNK1E",1.0544458208314e-277,0.296259914270242,0.859,0.702,3.42389102482165e-273,"non-SPN","CSNK1E",0.157,0.0465128065404281
"PNMA8A",1.30852717930899e-277,0.300036798175347,0.569,0.304,4.24891860393421e-273,"non-SPN","PNMA8A",0.265,0.0795097515164669
"ZBTB4",2.65048011615427e-277,0.288646952493764,0.839,0.667,8.60637398516453e-273,"non-SPN","ZBTB4",0.172,0.0496472758289273
"DMTF1",3.41452749180106e-277,0.321962303203473,0.995,0.974,1.10873122186272e-272,"non-SPN","DMTF1",0.021,0.00676120836727293
"WSB1",1.97790075367029e-276,0.363586165469826,0.999,0.997,6.4224415372428e-272,"non-SPN","WSB1",0.002,0.000727172330939652
"DYRK1A",2.82882321285512e-276,0.369044066474916,0.999,0.994,9.18547185446185e-272,"non-SPN","DYRK1A",0.005,0.00184522033237458
"RBPJ",1.07804652737237e-275,0.373123682493421,0.978,0.927,3.50052487903083e-271,"non-SPN","RBPJ",0.0509999999999999,0.0190293078071645
